n,r,m
Governing_Council,monitoring,current_market_tensions
Governing_Council,mentioned_policy_measures,policy_measures
Governing_Council,met_on,2_February_2023
Governing_Council,raise,interest_rates
Governing_Council,plans_to_continue_applying,flexibility
Governing_Council,intend_to_continue,reinvesting
Governing_Council,set,initial_multiplier
Governing_Council,communicated_in,December
Governing_Council,looks_for_progress_in,underlying_inflation
Governing_Council,decided_stronger_tilting,corporate_bond_purchases
Governing_Council,reason_for_increase,timely_return
Governing_Council,decided_modalities,detailed_modalities
Governing_Council,expects_rate_levels,present_levels
Governing_Council,not_terminate_before,end_of_the_year
Governing_Council,evaluate_after_raise,monetary_policy
Governing_Council,intends_to_continue_reinvesting,an_extended_period_of_time
Governing_Council,took_decision_on,11_March_2021
Governing_Council,approach_purpose,Eurosystem
Governing_Council,decision_date,September_2022
Governing_Council,terminate,net_asset_purchases
Governing_Council,mandated,Eurosystem_committees
Governing_Council,ensures_future_decisions,policy_rates
Governing_Council,will_continue_to_reduce,APP_portfolio
Governing_Council,purpose_of_continued_investment,ample_degree_of_monetary_accommodation
Governing_Council,adjust_to_ensure,inflation
Governing_Council,protect_functionality_of,monetary_policy_transmission_mechanism
Governing_Council,effort_to_achieve_goal_with_help_from,flexibility
Governing_Council,commitment_related_to,symmetry
Governing_Council,plan_to_reinvest,principal_payments
Governing_Council,aiming_to_influence,medium_term_inflation_outlook
Governing_Council,faces_conditions,high_uncertainty
Governing_Council,will_review,ACC_frameworks
Governing_Council,bases_decisions_on,assessment_of_the_inflation_outlook
Governing_Council,held,ad_hoc_meeting
Governing_Council,will_ensure_with,future_decisions
Governing_Council,applied_discretion_during,euro_area_sovereign_debt_crisis
Governing_Council,continues_reinvesting_to_maintain,favourable_liquidity_conditions
Governing_Council,raised_interest_rates_by,25_basis_points
Governing_Council,ensure_smooth_transmission_of,monetary_policy
Governing_Council,welcome_publication,legislative_proposals
Governing_Council,announced_decision_on,24_March_2022
Governing_Council,conclude,coronavirus_crisis_phase
Governing_Council,intends_to_continue_reinvesting_in_full,maturing_securities
Governing_Council,aims_for_return_to,medium_term_target
Governing_Council,prepared_to_make_adjustments_to_preserve,monetary_policy_transmission
Governing_Council,has_plans_for_programme_regarding,reinvestments
Governing_Council,announced_decision_to_phase_out,pandemic_collateral_easing_measures
Governing_Council,expects_monthly_net_asset_purchases_duration_for,Asset_Purchase_Programme_APP
Governing_Council,decided_reinvestment_until,end_of_2022
Governing_Council,seeks_to_ensure,negative_interest_rate_policy
Governing_Council,to_take_final_decision,pandemic_collateral_easing_measures
Governing_Council,willing_to_incorporate,flexibility
Governing_Council,decided_to_increase_and_extend,pandemic_emergency_purchase_programme_PEPP
Governing_Council,targeted_lending_operations_contribute_to,monetary_policy
Governing_Council,commits_to,monetary_policy
Governing_Council,aiming_to_counter_risks_related_to,pandemic
Governing_Council,prepared_to_take_action_for,ECB
Governing_Council,continue_applying,flexibility
Governing_Council,has_discretion_to_deviate_from,credit_rating_agencies
Governing_Council,expects_to_discontinue,reinvestments
Governing_Council,concluded_about_APP,net_asset_purchases
Governing_Council,announcement_on,11_March
Governing_Council,expectation_reinforced_by_incoming_data,asset_purchase_programme_APP
Governing_Council,decision_based_on,banks_demand_for_liquidity
Governing_Council,expects_conclusion_of,net_asset_purchases
Governing_Council,reconfirm_policy_stance,accommodative_monetary_policy_stance
Governing_Council,stated_about,adjustments
Governing_Council,raised_interest_rates_on,4_May_2023
Governing_Council,objective_is_a_return_to,medium_term_target
Governing_Council,aims_to_stabilize,inflation
Governing_Council,objective_is_to_preserve,monetary_policy_transmission
Governing_Council,perceives,war_in_Ukraine
Governing_Council,objective_is_to_return,inflation
Governing_Council,aims_to_return,inflation
Governing_Council,decided_to_reinvest,maturing_principal_payments
Governing_Council,assess_contribution_to,monetary_policy_stance
Governing_Council,plans_to_continue,monetary_policy
Governing_Council,will_manage,future_roll_off
Governing_Council,reinvest_flexibly,redemptions
Governing_Council,adjust_instruments_to_ensure_movement_towards,inflation
Governing_Council,assessed_path,interest_rates
Governing_Council,incorporate,flexibility
Governing_Council,approach_follows,policy_sequencing
Governing_Council,purpose_of_assessment,monetary_policy_stance
Governing_Council,intends_to_reinvest_until_at_least,end_of_2024
Governing_Council,conducts_purchases,market_conditions
Governing_Council,watches_closely,factors_affecting_financial_stability
Governing_Council,Expected_Purchase_Pace_Increase_During,second_quarter
Governing_Council,aims_to_stabilize_inflation_at,2percent
Governing_Council,applying_flexibility_to_counter,monetary_policy_transmission_mechanism
Governing_Council,undertook,assessment
Governing_Council,is_determined_to_ensure,2percent_medium_term_target
Governing_Council,aiming_to_counter,risks
Governing_Council,Expected_Purchase_Pace_Over_Period,second_quarter
Governing_Council,will_reinvest,principal_payments
Governing_Council,will_maintain_throughout_the_process_of_normalizing,monetary_policy
Governing_Council,made_announcement_regarding,reinvestments_under_the_APP
Governing_Council,plans_to_reinvest,principal_payments
Governing_Council,will_maintain_in_the_conduct_of,monetary_policy
Governing_Council,ensure_movement_towards_by_adjusting,inflation_aim
Governing_Council,Announcement_Date,11_March
Governing_Council,intend_to_raise_at,July_monetary_policy_meeting
Governing_Council,efforts_made_more_effective_by,flexibility
Governing_Council,raised_interest_rates_because,ECBs_medium_term_target
Governing_Council,aims_to_stabilize_inflation_over,medium_term
Governing_Council,has_committed_to_reinvest_until,end_of_2024
Governing_Council,apply_flexibility_to,reinvesting_redemptions
Governing_Council,Raise_on,16_March_2023
Governing_Council,Raise_on,4_May
Governing_Council,will_conclude,coronavirus_crisis_phase
Governing_Council,plans_to_reinvest_in,PEPP
Governing_Council,intend_to_raise_by,25_basis_points
Governing_Council,reconfirm,accommodative_monetary_policy_stance
Governing_Council,committed,2percent_medium_term_target
Governing_Council,will_ensure_future_decisions_regarding,ECB_interest_rates
Governing_Council,monitor_developments_for_implications,medium_term_inflation_outlook
Governing_Council,decided_to_normalize,monetary_policy
Governing_Council,announcement_in,May_meeting
Governing_Council,aim_to_influence_by_monitoring,medium_term_inflation_outlook
Governing_Council,pace_depend_on,incoming_data
Governing_Council,decided_to_mandate,Eurosystem_Committees
Governing_Council,will_ensure,ECB_interest_rates
Governing_Council,decided_to_take_further_steps,further_steps
Governing_Council,plan_to_adjust_at,July_monetary_policy_meeting
Governing_Council,decided_to_end,net_asset_purchases
Governing_Council,aims_to_manage,future_roll_off
Governing_Council,plans_to,reinvest
Governing_Council,prepared_to_make,adjustments
Governing_Council,performs,assessment
Governing_Council,related_to,key_ECB_interest_rates
Governing_Council,will_stop_reinvesting_when_not_needed_for,favourable_liquidity_conditions
Governing_Council,will_stop_reinvesting_when_not_needed_for,ample_degree_of_monetary_accommodation
Governing_Council,combined,economic_analysis
Governing_Council,combined,monetary_analysis
Governing_Council,maintain_policy_stance_to_preserve,favourable_financing_conditions
Governing_Council,decided_to_leave_unchanged,interest_rates
Governing_Council,might_adjust,instruments
Governing_Council,Raise_by,25_basis_points
Governing_Council,Raise_by,50_basis_points
Governing_Council,increased_by,50_basis_points
Governing_Council,ensure_by_adjusting,inflation
Governing_Council,expects_APP_to_reinforce,the_accommodative_impact_of_its_policy_rates
Governing_Council,decided_to_launch,review
Governing_Council,decided_to_launch,PELTROs
Governing_Council,announced,revision
Governing_Council,decided_to_increase,key_ECB_interest_rates
Governing_Council,decided_to_increase,increase
Governing_Council,decided_to_increase,envelope_for_the_PEPP
Governing_Council,raise_amount,25_basis_points
Governing_Council,raise_amount,50_basis_points
Governing_Council,prepared_to_make_adjustments_for,medium_term_target
Governing_Council,has_goals,appropriate_monetary_policy_stance
Governing_Council,has_goals,ample_liquidity_conditions
Governing_Council,applied_terms_to,TLTRO_III
Governing_Council,adopted,action_plan
Governing_Council,decided,unchanged
Governing_Council,decided,TLTRO_III
Governing_Council,decided,modalities
Governing_Council,decided,flexibility
Governing_Council,decided,comprehensive_package_of_monetary_policy_measures
Governing_Council,pursues,price_stability_mandate
Governing_Council,pursues,ECBs_price_stability_mandate
Governing_Council,assess,targeted_lending_operations
Governing_Council,assess,two_tier_system
Governing_Council,assess,lending_operations
Governing_Council,assess,repayment
Governing_Council,decided_to_raise,three_key_ECB_interest_rates
Governing_Council,decided_to_raise,ECB_interest_rates
Governing_Council,judges,inflation
Governing_Council,judges,economic_growth
Governing_Council,Decided_To_Increase,main_refinancing_operations
Governing_Council,Decided_To_Increase,marginal_lending_facility
Governing_Council,Decided_To_Increase,deposit_facility
Governing_Council,assess_contribution,monetary_policy_stance
Governing_Council,assess_contribution,targeted_lending_operations
Governing_Council,monitor_implications_for,economy
Governing_Council,monitor_implications_for,transmission_of_monetary_policy
Governing_Council,monitor_implications_for,medium_term_inflation
Governing_Council,had_meeting_on,January_2020
Governing_Council,had_meeting_on,14_April_2022
Governing_Council,had_meeting_on,4_June
Governing_Council,had_meeting_on,15_June_2023
Governing_Council,intends_to_continue_reinvesting_for,bn25
Governing_Council,intends_to_continue_reinvesting_for,favourable_liquidity_conditions
Governing_Council,intends_to_continue_reinvesting_for,ample_degree_of_monetary_accommodation
Governing_Council,aims_to_maintain,favourable_liquidity_conditions
Governing_Council,aims_to_maintain,ample_degree_of_monetary_accommodation
Governing_Council,aims_to_maintain,short_term_money_market_conditions
Governing_Council,will_include,inflation_measures
Governing_Council,announcement_regarding,asset_purchase_programme_APP
Governing_Council,aims_to_see,inflation_outlook
Governing_Council,recommended,net_acquisition_approach
Governing_Council,Raise_Interest_Rate_By,50_basis_points
Governing_Council,plans_to_continue_reinvestments_past,key_ECB_interest_rates
Governing_Council,reiterated_need_for,a_highly_accommodative_stance_of_monetary_policy
Governing_Council,take_action_regarding,principal_payments
Governing_Council,will_assess,inflation_outlook
Governing_Council,will_assess,targeted_lending_operations
Governing_Council,will_assess,two_tier_system
Governing_Council,will_maintain,flexibility
Governing_Council,will_maintain,optionality
Governing_Council,will_maintain,gradualism
Governing_Council,will_maintain,data_dependence
Governing_Council,expects_APP_duration,the_accommodative_impact_of_its_policy_rates
Governing_Council,adjusts,instruments
Governing_Council,preserves,financial_stability
Governing_Council,preserves,price_stability
Governing_Council,aims_to_maintain_with_reinvesting,favourable_liquidity_conditions
Governing_Council,aims_to_maintain_with_reinvesting,ample_degree_of_monetary_accommodation
Governing_Council,expected_to_discontinue,asset_purchase_programme_APP
Governing_Council,decided_adjustment_for,bn230
Governing_Council,reinvest_until,2024
Governing_Council,reinvest_until,end_of_2024
Governing_Council,has_commitment,commitment_to_symmetry
Governing_Council,policy_measures_aim_at,private_sector_entities
Governing_Council,regularly_assess,lending_operations
Governing_Council,regularly_assess,repayment
Governing_Council,Raise,key_ECB_interest_rates
Governing_Council,Raise,interest_rates
Governing_Council,prepared_to,adjust_all_of_its_instruments
Governing_Council,aims_to_ensure,monetary_policy_strategy
Governing_Council,aims_to_ensure,operations_under_TLTRO_III
Governing_Council,provides_support_for,underlying_inflation_pressures
Governing_Council,provides_support_for,headline_inflation_developments
Governing_Council,continue_to_reinvest,principal_payments
Governing_Council,plans_to_reinvest_until,extended_period_of_time
Governing_Council,expects,key_ECB_interest_rates
Governing_Council,ensures_monetary_policy_transmission,economy
Governing_Council,ensures_monetary_policy_transmission,jurisdictions
Governing_Council,confirmed_continuation_of,ECBs_asset_purchase_programme
Governing_Council,stand_ready_to_adjust,instruments
Governing_Council,stand_ready_to_adjust,all_of_its_instruments
Governing_Council,reiterated_outlook,inflation
Governing_Council,does_not_see,money_markets
Governing_Council,does_not_see,banking_system
Governing_Council,intention_to_continue_reinvesting_for,favourable_liquidity_conditions
Governing_Council,intention_to_continue_reinvesting_for,ample_degree_of_monetary_accommodation
Governing_Council,intends_to,reinvesting
Governing_Council,intends_to,reinvest
Governing_Council,intends_to_maintain,favourable_liquidity_conditions
Governing_Council,intends_to_maintain,ample_degree_of_monetary_accommodation
Governing_Council,monitor,coronavirus
Governing_Council,monitor,bank_funding_conditions
Governing_Council,monitor,developments_in_the_exchange_rate
Governing_Council,monitor,exchange_rate_developments
Governing_Council,conducts,TLTRO_III
Governing_Council,will_maintain_in_monetary_policy,flexibility
Governing_Council,will_maintain_in_monetary_policy,optionality
Governing_Council,will_maintain_in_monetary_policy,gradualism
Governing_Council,provides,ample_liquidity
Governing_Council,makes,policy_decisions
Governing_Council,assessment_influenced_by,economic_and_financial_data
Governing_Council,prepared_to_increase,PEPP
Governing_Council,stands_ready_to_adjust,all_of_its_instruments
Governing_Council,stands_ready_to_adjust,its_instruments
Governing_Council,stands_ready_to_adjust,all_instruments
Governing_Council,decided_on,monetary_policy_measures
Governing_Council,decided_on,4_June_2020
Governing_Council,decided_on,10_June_2021
Governing_Council,relates_to,key_ECB_interest_rates
Governing_Council,need_to_evaluate,measures
Governing_Council,do_until,end_of_2023
Governing_Council,confirmed,ample_degree_of_monetary_accommodation
Governing_Council,confirmed,policy_measures
Governing_Council,confirmed,decisions
Governing_Council,confirmed,monthly_net_purchases
Governing_Council,confirmed,very_accommodative_monetary_policy_stance
Governing_Council,decided_based_on,bn231
Governing_Council,decided_based_on,joint_assessment_of_financing_conditions_and_the_inflation_outlook
Governing_Council,decided_based_on,joint_assessment
Governing_Council,decided_based_on,updated_assessment
Governing_Council,aims_to_preserve,monetary_policy_transmission
Governing_Council,aims_to_preserve,market_functioning
Governing_Council,apply_flexibility_in,PEPP_portfolio
Governing_Council,has_target,target_inflation_rate
Governing_Council,has_target,inflation_target
Governing_Council,target,2percent_inflation_target
Governing_Council,plans_to_keep,reinvesting
Governing_Council,want_to_maintain_by_continuing_to_reinvest,favourable_liquidity_conditions
Governing_Council,want_to_maintain_by_continuing_to_reinvest,ample_degree_of_monetary_accommodation
Governing_Council,Future_policy_rate_decisions,future_policy_rate_decisions
Governing_Council,expected_purchase_pace_increase_for_PEPP_over,second_quarter
Governing_Council,stop_reinvesting,end_of_2023
Governing_Council,ensure,inflation
Governing_Council,ensure,monetary_policy
Governing_Council,ensure,TLTRO_III
Governing_Council,plan_to_raise_by,50_basis_points
Governing_Council,aims_to_achieve,price_stability
Governing_Council,aims_to_achieve,goal
Governing_Council,aims_to_achieve,below_but_close_to_2percent
Governing_Council,determines,path
Governing_Council,previous_assessment,baseline_assessment
Governing_Council,left_unchanged,marginal_lending_facility_rates
Governing_Council,left_unchanged,ECBs_deposit_facility_rate
Governing_Council,left_unchanged,main_refinancing_operations_rates
Governing_Council,plans_to_continue_reinvesting,extended_period_of_time
Governing_Council,Decision_in,May
Governing_Council,Decision_in,second_half_of_March
Governing_Council,monitors,exchange_rate
ECBs_asset_purchase_programme,to_run_until,bn24
ECBs_asset_purchase_programme,expected_to_end_prior_to,key_ECB_interest_rates
ECBs_asset_purchase_programme,involves,net_purchases
net_purchases,related_to,pandemic
net_purchases,includes,APP
net_purchases,includes,PEPP
net_purchases,has_frequency,monthly_pace
net_purchases,has_amount,Euro20_billion
net_purchases,occurred_in,November_2019
net_purchases,part_of,asset_purchase_programme_APP
net_purchases,part_of,asset_purchase_programmes
net_purchases,form_of,OOH
net_purchases,under,APP
net_purchases,under,asset_purchase_programme_APP
net_purchases,under,PEPP
net_purchases,under,asset_purchase_programmes
net_purchases,related_to_negative_shocks_from,pandemic
net_purchases,at_pace_of,20_billion
net_purchases,primarily_under,PEPP
net_purchases,continuing_under,APP
net_purchases,can_be_resumed_to_counter,negative_shocks
net_purchases,can_be_resumed,negative_shocks
net_purchases,could_be_resumed_under,PEPP_reinvestments
net_purchases,dried_up_in,2022
net_purchases,Under_programmes,APP
net_purchases,Under_programmes,PEPP
net_purchases,possible_reason_for_resumption,negative_shocks
ECB_policy_rates,includes,marginal_lending_facility
ECB_policy_rates,includes,deposit_facility
ECB_policy_rates,includes,MRO
ECB_policy_rates,status_during,review_period
ECB_policy_rates,status_during_review_period,review_period
ECB_policy_rates,mentioned_as_unchanged_during,this_review_period
ECB_policy_rates,mentioned_as_unchanged,this_review_period
ECB_policy_rates,left_unchanged_during,review_period
key_ECB_interest_rates,associated_with,raising
key_ECB_interest_rates,increased_by,50_basis_points
key_ECB_interest_rates,to_remain_at_level,0_point_00percent
key_ECB_interest_rates,to_remain_at_level,0_point_25percent
key_ECB_interest_rates,rose_by,300_basis_points
key_ECB_interest_rates,state,unchanged
key_ECB_interest_rates,expected_to_remain,present_levels
key_ECB_interest_rates,determined_by,Governing_Councils_forward_guidance
key_ECB_interest_rates,change_condition,inflation_level_close_to_but_below_2percent
key_ECB_interest_rates,change_condition,underlying_inflation_progress
key_ECB_interest_rates,take_place_after,end_of_the_Governing_Councils_net_purchases_under_the_APP
key_ECB_interest_rates,increase_date,16_March_2023
key_ECB_interest_rates,adjusted_by,adjustments
key_ECB_interest_rates,expected_to_reach,lower_levels
key_ECB_interest_rates,path_aligned_with,2percent_inflation_stabilization
key_ECB_interest_rates,remain_at,present_levels
key_ECB_interest_rates,being_discussed_in_relation_to,APP_Asset_Purchase_Programme
key_ECB_interest_rates,Time,September
